geographic_area,indicator,sex,current_age,wealth_quintile,residence,mother's_education_level,time_period,obs_value,sub_sector,risk_category
United Republic of Tanzania,indicator_19,Total,Under 5 years old,middle,total,total,2005,56.2,DIAR,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,total,total,2005,53.9,DIAR,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,fourth,total,total,2005,45.4,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,total,2005,47.0,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,rural,total,2005,47.1,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2005,49.0,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2005,53.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,rural,total,2005,52.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,middle,total,total,2005,52.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,urban,total,2005,59.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,second,total,total,2005,54.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,total,2005,53.0,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,lowest,total,total,2005,49.0,DIAR,Medium
United Republic of Tanzania,indicator_21,Male,Under 5 years old,total,total,total,2005,53.0,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,secondary and higher,2005,51.4,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,urban,total,2005,46.6,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,highest,total,total,2005,54.9,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,fourth,total,total,2005,37.1,DIAR,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,middle,total,total,2005,47.8,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,lowest,total,total,2005,45.3,DIAR,Medium
United Republic of Tanzania,indicator_7,Male,Under 5 years old,total,total,total,2005,49.0,DIAR,Medium
United Republic of Tanzania,indicator_7,Female,Under 5 years old,total,total,total,2005,44.7,DIAR,Medium
United Republic of Tanzania,indicator_21,Female,Under 5 years old,total,total,total,2005,53.0,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,second,total,total,2005,52.8,DIAR,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,rural,total,2005,58.0,PNEU,Medium
United Republic of Tanzania,indicator_19,Female,Under 5 years old,total,total,total,2005,53.6,DIAR,High
United Republic of Tanzania,indicator_19,Male,Under 5 years old,total,total,total,2005,54.1,DIAR,High
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2005,16.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2005,4.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2005,6.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2005,12.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2005,19.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2005,49.0,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2005,10.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2005,40.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2005,16.0,MALA,Low
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2005,16.0,MALA,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,urban,total,2005,68.0,PNEU,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,highest,total,total,2005,62.0,DIAR,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,total,total,2005,59.0,PNEU,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2008,55.0,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2008,29.0,MALA,Low
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2008,26.0,MALA,Low
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2008,25.0,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2008,37.6,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2008,26.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2008,13.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2008,49.0,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2008,17.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2008,21.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2008,24.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2010,61.1,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2010,64.8,MALA,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2010,75.8,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2010,64.0,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2010,60.9,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2010,61.7,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2010,81.2,MALA,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2010,53.9,DIAR,High
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2010,63.7,MALA,Medium
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2010,63.5,MALA,Medium
United Republic of Tanzania,indicator_15,Female,Under 5 years old,total,total,total,2010,61.5,MALA,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,second,total,total,2010,5.2,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,middle,total,total,2010,6.0,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,fourth,total,total,2010,3.0,DIAR,Low
United Republic of Tanzania,indicator_15,Male,Under 5 years old,total,total,total,2010,62.9,MALA,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,rural,total,2010,5.0,DIAR,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,total,2010,4.7,DIAR,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,urban,total,2010,3.7,DIAR,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,secondary and higher,2010,5.3,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2010,5.4,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,primary education,2010,4.3,DIAR,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,highest,total,total,2010,6.0,DIAR,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,lowest,total,total,2010,77.2,MALA,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,lowest,total,total,2010,3.4,DIAR,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2010,67.3,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2010,61.2,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2010,65.0,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2010,61.6,MALA,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2010,57.9,MALA,Low
United Republic of Tanzania,indicator_27,Female,Under 5 years old,total,total,total,2010,5.4,DIAR,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2010,63.5,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2010,64.1,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2010,62.2,MALA,Medium
United Republic of Tanzania,indicator_27,Male,Under 5 years old,total,total,total,2010,3.9,DIAR,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2010,63.6,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,urban,total,2010,48.9,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,rural,total,2010,67.6,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,highest,total,total,2010,53.0,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,fourth,total,total,2010,54.8,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,middle,total,total,2010,62.7,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,second,total,total,2010,62.6,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,fourth,total,total,2010,66.1,MALA,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,total,total,2010,70.6,PNEU,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,urban,total,2010,56.2,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,secondary and higher,2010,0.2,DIAR,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,lowest,total,total,2010,51.6,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,urban,total,2010,1.4,DIAR,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,second,total,total,2010,53.6,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,rural,total,2010,3.4,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 19 years old,total,total,total,2010,1.8,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,middle,total,total,2010,45.2,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,highest,total,total,2010,1.3,DIAR,Low
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,lowest,total,total,2010,4.0,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,fourth,total,total,2010,53.4,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,fourth,total,total,2010,2.9,DIAR,Low
United Republic of Tanzania,indicator_7,Male,Under 5 years old,total,total,total,2010,53.6,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,middle,total,total,2010,4.0,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,second,total,total,2010,1.8,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,rural,total,2010,51.5,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,second,total,total,2010,4.2,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,middle,total,total,2010,2.0,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,lowest,total,total,2010,1.8,DIAR,Low
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,fourth,total,total,2010,1.5,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,secondary and higher,2010,63.1,DIAR,High
United Republic of Tanzania,indicator_20,Male,Under 5 years old,total,total,total,2010,1.9,DIAR,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2010,48.5,DIAR,Medium
United Republic of Tanzania,indicator_20,Female,Under 5 years old,total,total,total,2010,4.0,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,primary education,2010,52.9,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,highest,total,total,2010,62.5,DIAR,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,total,total,2010,44.0,DIAR,Medium
United Republic of Tanzania,indicator_7,Female,Under 5 years old,total,total,total,2010,51.5,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,middle,total,total,2010,47.8,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,highest,total,total,2010,59.1,DIAR,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,second,total,total,2010,48.5,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,rural,total,2010,48.7,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,lowest,total,total,2010,45.2,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,urban,total,2010,55.2,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2010,3.2,DIAR,Medium
United Republic of Tanzania,indicator_21,Male,Under 5 years old,total,total,total,2010,49.4,DIAR,Medium
United Republic of Tanzania,indicator_21,Female,Under 5 years old,total,total,total,2010,51.4,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,total,2010,2.9,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,primary education,2010,3.2,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,total,2010,50.4,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,highest,total,total,2010,3.2,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_19,Male,Under 5 years old,total,total,total,2010,43.1,DIAR,Medium
United Republic of Tanzania,indicator_24,Female,Under 5 years old,total,total,total,2010,67.7,PNEU,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,fourth,total,total,2010,77.6,PNEU,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,lowest,total,total,2010,40.8,DIAR,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,highest,total,total,2010,38.3,DIAR,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,middle,total,total,2010,56.3,PNEU,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,second,total,total,2010,42.6,DIAR,Medium
United Republic of Tanzania,indicator_24,Male,Under 5 years old,total,total,total,2010,73.3,PNEU,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,fourth,total,total,2010,54.0,DIAR,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,second,total,total,2010,74.7,PNEU,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,middle,total,total,2010,43.3,DIAR,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,highest,total,total,2010,93.4,PNEU,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,total,2010,52.6,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,rural,total,2010,2.7,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,urban,total,2010,44.3,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,urban,total,2010,1.7,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,urban,total,2010,86.1,PNEU,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,rural,total,2010,65.3,PNEU,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,rural,total,2010,43.9,DIAR,Medium
United Republic of Tanzania,indicator_19,Female,Under 5 years old,total,total,total,2010,45.0,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,total,total,2010,2.5,POSTNATAL_CARE,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,lowest,total,total,2010,57.0,PNEU,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2012,75.0,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2012,76.5,MALA,Medium
United Republic of Tanzania,indicator_16,Male,Under 5 years old,total,total,total,2012,79.2,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2012,73.4,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,total,2012,24.9,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2012,71.8,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2012,75.9,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2012,77.3,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2012,70.7,MALA,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2012,71.1,MALA,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2012,71.1,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,fourth,total,total,2012,77.8,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2012,81.2,MALA,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2012,72.3,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2012,82.5,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2012,79.0,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2012,73.4,MALA,High
United Republic of Tanzania,indicator_17,Female,Under 5 years old,total,total,total,2012,22.9,MALA,Low
United Republic of Tanzania,indicator_17,Male,Under 5 years old,total,total,total,2012,26.9,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,lowest,total,total,2012,16.9,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2012,61.3,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2012,72.0,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,second,total,total,2012,11.2,MALA,Low
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2012,71.9,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,urban,total,2012,60.5,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,middle,total,total,2012,18.7,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,rural,total,2012,16.7,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,fourth,total,total,2012,26.8,MALA,Low
United Republic of Tanzania,indicator_16,Female,Under 5 years old,total,total,total,2012,75.4,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,highest,total,total,2012,59.0,MALA,High
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2012,72.1,MALA,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,primary education,2016,12.7,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2016,12.1,DIAR,Medium
United Republic of Tanzania,indicator_7,Female,Under 5 years old,total,total,total,2016,42.7,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,secondary and higher,2016,18.6,DIAR,High
United Republic of Tanzania,indicator_7,Male,Under 5 years old,total,total,total,2016,43.5,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,urban,total,2016,14.8,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,lowest,total,total,2016,28.0,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,rural,total,2016,12.8,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,second,total,total,2016,43.3,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,highest,total,total,2016,12.9,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,middle,total,total,2016,44.8,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,fourth,total,total,2016,17.9,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,fourth,total,total,2016,45.2,DIAR,Medium
United Republic of Tanzania,indicator_20,Total,Under 5 years old,middle,total,total,2016,13.1,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,total,total,total,2016,13.4,DIAR,High
United Republic of Tanzania,indicator_21,Female,Under 5 years old,total,total,total,2016,46.1,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,rural,total,2016,43.5,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,highest,total,total,2016,47.9,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2016,47.2,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,middle,total,total,2016,49.4,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,second,total,total,2016,45.2,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,lowest,total,total,2016,36.9,DIAR,Low
United Republic of Tanzania,indicator_21,Male,Under 5 years old,total,total,total,2016,44.9,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,highest,total,total,2016,53.1,DIAR,High
United Republic of Tanzania,indicator_20,Total,Under 5 years old,second,total,total,2016,12.5,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,rural,total,2016,39.7,DIAR,Low
United Republic of Tanzania,indicator_20,Total,Under 5 years old,lowest,total,total,2016,10.9,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,lowest,total,total,2016,39.6,DIAR,Low
United Republic of Tanzania,indicator_19,Male,Under 5 years old,total,total,total,2016,43.4,DIAR,Medium
United Republic of Tanzania,indicator_19,Female,Under 5 years old,total,total,total,2016,46.1,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,second,total,total,2016,41.1,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,middle,total,total,2016,53.6,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,urban,total,2016,50.3,DIAR,Medium
United Republic of Tanzania,indicator_20,Male,Under 5 years old,total,total,total,2016,13.9,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,secondary and higher,2016,44.4,DIAR,Low
United Republic of Tanzania,indicator_20,Female,Under 5 years old,total,total,total,2016,13.0,DIAR,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2016,34.8,DIAR,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,total,total,2016,44.8,DIAR,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,primary education,2016,34.9,DIAR,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,total,2016,43.1,DIAR,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,urban,total,2016,46.0,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,rural,total,2016,44.2,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,highest,total,total,2016,45.3,DIAR,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,fourth,total,total,2016,44.0,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,urban,total,2016,49.7,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,secondary and higher,2016,51.3,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2016,38.3,DIAR,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,primary education,2016,45.7,DIAR,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,total,total,2016,52.3,PNEU,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,urban,total,2016,63.8,PNEU,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,primary education,2016,15.8,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2016,14.7,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,secondary and higher,2016,16.7,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,urban,total,2016,18.1,DIAR,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,rural,total,2016,17.2,DIAR,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,highest,total,total,2016,15.3,DIAR,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,fourth,total,total,2016,22.9,DIAR,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,middle,total,total,2016,18.0,DIAR,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,second,total,total,2016,16.9,DIAR,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,lowest,total,total,2016,13.6,DIAR,Medium
United Republic of Tanzania,indicator_27,Male,Under 5 years old,total,total,total,2016,18.2,DIAR,High
United Republic of Tanzania,indicator_27,Female,Under 5 years old,total,total,total,2016,16.7,DIAR,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,rural,total,2016,45.8,PNEU,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,highest,total,total,2016,48.6,PNEU,Low
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,lowest,total,total,2016,28.4,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 19 years old,total,total,total,2016,46.0,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,total,2016,45.5,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,second,total,total,2016,34.1,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,middle,total,total,2016,40.0,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,fourth,total,total,2016,53.4,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,fourth,total,total,2016,57.0,PNEU,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,middle,total,total,2016,44.0,PNEU,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,second,total,total,2016,48.6,PNEU,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,lowest,total,total,2016,34.6,PNEU,Low
United Republic of Tanzania,indicator_24,Male,Under 5 years old,total,total,total,2016,49.0,PNEU,Low
United Republic of Tanzania,indicator_24,Female,Under 5 years old,total,total,total,2016,55.8,PNEU,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,total,total,2016,42.9,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,urban,total,2016,61.1,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,rural,total,2016,36.0,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,highest,total,total,2016,65.6,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2016,55.2,MALA,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,total,2016,17.5,DIAR,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2016,52.4,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2016,52.2,MALA,Medium
United Republic of Tanzania,indicator_15,Female,Under 5 years old,total,total,total,2016,40.8,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2016,49.1,MALA,Medium
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2016,53.7,MALA,Medium
