geographic_area,indicator,sex,current_age,wealth_quintile,residence,mother's_education_level,time_period,obs_value,sub_sector,category,risk_category
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2002,42.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2002,136.7,FERTILITY,mother,High
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2002,6744.9,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2003,139.9,FERTILITY,mother,High
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2003,4.1,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2003,47.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2003,6084.7,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2003,396.89,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_6,Total,15 to 49 years old,total,total,total,2004,23.4,FAMILY_PLANNING,mother,Medium
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2004,130.6,FERTILITY,mother,High
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2004,365.34,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2004,5781.7,MATERNAL_MORTALITY,mother,Low
United Republic of Tanzania,indicator_6,Total,15 to 19 years old,total,total,total,2004,12.0,FAMILY_PLANNING,mother,Low
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2004,51.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2004,5.2,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_8,Total,Total,lowest,total,total,2005,32.1,DELIVERY,mother,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,lowest,total,total,2005,52.0,PNEU,child,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,rural,total,2005,54.3,DIAR,child,High
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,total,rural,total,2005,58.5,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_8,Total,Total,second,total,total,2005,36.8,DELIVERY,mother,Low
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,highest,total,total,2005,68.4,ANTENATAL,mother,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,urban,total,2005,51.2,DIAR,child,Medium
United Republic of Tanzania,indicator_8,Total,15 to 19 years old,total,total,total,2005,52.6,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_24,Male,Under 5 years old,total,total,total,2005,62.0,PNEU,child,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,highest,total,total,2005,55.6,DIAR,child,High
United Republic of Tanzania,indicator_24,Female,Under 5 years old,total,total,total,2005,56.0,PNEU,child,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,primary education,2005,45.9,DIAR,child,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,second,total,total,2005,61.0,PNEU,child,Medium
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,fourth,total,total,2005,56.9,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,lowest,total,total,2005,50.0,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,lowest,total,total,2005,53.9,DIAR,child,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,highest,total,total,2005,67.0,PNEU,child,Medium
United Republic of Tanzania,indicator_8,Total,Total,total,rural,total,2005,39.0,DELIVERY,mother,Low
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,second,total,total,2005,55.2,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,second,total,total,2005,58.3,DIAR,child,High
United Republic of Tanzania,indicator_8,Total,Total,middle,total,total,2005,38.9,DELIVERY,mother,Low
United Republic of Tanzania,indicator_24,Total,Under 5 years old,fourth,total,total,2005,55.0,PNEU,child,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,middle,total,total,2005,65.0,PNEU,child,Medium
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,middle,total,total,2005,54.0,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,middle,total,total,2005,56.2,DIAR,child,High
United Republic of Tanzania,indicator_8,Total,Total,fourth,total,total,2005,53.9,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,total,total,2005,53.9,DIAR,child,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,fourth,total,total,2005,45.4,DIAR,child,Medium
United Republic of Tanzania,indicator_8,Total,Total,highest,total,total,2005,86.4,DELIVERY,mother,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,total,2005,47.0,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,rural,total,2005,47.1,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2005,49.0,DIAR,child,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2005,53.0,DIAR,child,High
United Republic of Tanzania,indicator_5,Total,Total,middle,total,total,2005,3.0,DELIVERY,mother,Low
United Republic of Tanzania,indicator_5,Total,Total,highest,total,total,2005,8.7,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,rural,total,2005,52.0,DIAR,child,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,middle,total,total,2005,52.0,DIAR,child,High
United Republic of Tanzania,indicator_5,Total,Total,second,total,total,2005,2.3,DELIVERY,mother,Low
United Republic of Tanzania,indicator_5,Total,Total,total,rural,total,2005,2.1,DELIVERY,mother,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,urban,total,2005,59.0,DIAR,child,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,second,total,total,2005,54.0,DIAR,child,High
United Republic of Tanzania,indicator_5,Total,Total,lowest,total,total,2005,1.0,DELIVERY,mother,Low
United Republic of Tanzania,indicator_5,Total,Total,total,urban,total,2005,7.8,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,total,2005,53.0,DIAR,child,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,lowest,total,total,2005,49.0,DIAR,child,Medium
United Republic of Tanzania,indicator_5,Total,15 to 19 years old,total,total,total,2005,3.6,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_5,Total,Total,total,total,total,2005,3.2,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_21,Male,Under 5 years old,total,total,total,2005,53.0,DIAR,child,High
United Republic of Tanzania,indicator_4,Total,20 to 24 years old,total,total,total,2005,29.1,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,total,secondary and higher,2005,51.4,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,total,urban,total,2005,46.6,DIAR,child,Medium
United Republic of Tanzania,indicator_8,Total,Total,total,urban,total,2005,81.0,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,total,total,total,2005,61.5,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,highest,total,total,2005,54.9,DIAR,child,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,fourth,total,total,2005,37.1,DIAR,child,Low
United Republic of Tanzania,indicator_3,Total,15 to 49 years old,total,urban,total,2005,71.4,ANTENATAL,mother,High
United Republic of Tanzania,indicator_7,Total,Under 5 years old,middle,total,total,2005,47.8,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Total,Under 5 years old,lowest,total,total,2005,45.3,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Male,Under 5 years old,total,total,total,2005,49.0,DIAR,child,Medium
United Republic of Tanzania,indicator_7,Female,Under 5 years old,total,total,total,2005,44.7,DIAR,child,Medium
United Republic of Tanzania,indicator_6,Total,15 to 49 years old,total,total,total,2005,20.0,FAMILY_PLANNING,mother,Medium
United Republic of Tanzania,indicator_21,Female,Under 5 years old,total,total,total,2005,53.0,DIAR,child,High
United Republic of Tanzania,indicator_6,Total,15 to 19 years old,total,total,total,2005,6.9,FAMILY_PLANNING,mother,Low
United Republic of Tanzania,indicator_7,Total,Under 5 years old,second,total,total,2005,52.8,DIAR,child,High
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,rural,total,2005,58.0,PNEU,child,Medium
United Republic of Tanzania,indicator_19,Female,Under 5 years old,total,total,total,2005,53.6,DIAR,child,High
United Republic of Tanzania,indicator_3,Total,15 to 19 years old,total,total,total,2005,62.0,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_19,Male,Under 5 years old,total,total,total,2005,54.1,DIAR,child,High
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2005,16.0,MALA,child,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,urban,total,2005,79.3,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2005,4.0,MALA,child,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,second,total,total,2005,77.6,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2005,6.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2005,12.0,MALA,child,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,total,total,2005,43.4,DELIVERY,mother,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2005,19.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2005,49.0,MALA,child,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,lowest,total,total,2005,68.3,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2005,10.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2005,40.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2005,16.0,MALA,child,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,lowest,total,total,2005,2.0,MALA,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 19 years old,total,total,total,2005,75.5,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,second,total,total,2005,4.6,MALA,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,middle,total,total,2005,10.5,MALA,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,fourth,total,total,2005,14.4,MALA,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,highest,total,total,2005,38.8,MALA,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,rural,total,2005,8.1,MALA,mother,Low
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2005,5681.5,MATERNAL_MORTALITY,mother,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,urban,total,2005,32.2,MALA,mother,Low
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2005,4.0,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,total,total,2005,12.8,MALA,mother,Low
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2005,133.9,FERTILITY,mother,High
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2005,53.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,rural,total,2005,34.8,DELIVERY,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,middle,total,total,2005,83.0,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2005,16.0,MALA,child,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,primary education,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_8,Total,Total,total,total,total,2005,47.1,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,urban,total,2005,68.0,PNEU,child,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,highest,total,total,2005,62.0,DIAR,child,High
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,total,total,2005,78.2,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,lowest,total,total,2005,2.0,MALA,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,second,total,total,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_24,Total,Under 5 years old,total,total,total,2005,59.0,PNEU,child,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,middle,total,total,2005,2.0,MALA,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,fourth,total,total,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,urban,total,2005,83.8,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 19 years old,total,total,total,2005,48.7,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,total,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,lowest,total,total,2005,26.2,DELIVERY,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,highest,total,total,2005,4.0,MALA,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,rural,total,2005,76.6,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,highest,total,total,2005,85.4,DELIVERY,mother,High
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,never attended an education programme / no schooling,2005,1.0,MALA,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,fourth,total,total,2005,79.3,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,secondary and higher,2005,4.0,MALA,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,middle,total,total,2005,35.8,DELIVERY,mother,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,fourth,total,total,2005,50.7,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,urban,total,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,second,total,total,2005,32.5,DELIVERY,mother,Low
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2005,349.7,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,rural,total,2005,3.0,MALA,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,highest,total,total,2005,83.9,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_5,Total,Total,fourth,total,total,2005,2.8,DELIVERY,mother,Low
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2006,6040.0,MATERNAL_MORTALITY,mother,Low
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2006,365.83,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2006,141.0,FERTILITY,mother,High
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2006,1.4,FERTILITY,mother,Low
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2006,51.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2007,2.0,FERTILITY,mother,Low
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2007,452.77,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2007,42.0,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2007,7535.8,MATERNAL_MORTALITY,mother,Medium
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2007,128.2,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2008,55.0,MALA,child,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2008,29.0,MALA,child,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,fourth,total,total,2008,81.0,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,rural,total,2008,72.4,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2008,26.0,MALA,child,Low
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2008,8602.0,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,middle,total,total,2008,72.2,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2008,25.0,MALA,child,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2008,37.6,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2008,26.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2008,13.0,MALA,child,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,lowest,total,total,2008,71.3,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,urban,total,2008,89.2,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2008,49.0,MALA,child,Medium
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2008,510.53,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2008,17.0,MALA,child,Low
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2008,130.0,FERTILITY,mother,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2008,21.0,MALA,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2008,24.0,MALA,child,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,total,total,2008,75.8,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,second,total,total,2008,67.3,ANTENATAL,mother,Low
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2008,37.0,MATERNAL_MORTALITY,mother,Low
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2008,2.3,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,highest,total,total,2008,89.1,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_13,Total,Total,total,total,total,2009,38.0,MATERNAL_MORTALITY,mother,Low
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2009,121.5,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2009,501.78,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2009,8574.5,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2009,1.2,FERTILITY,mother,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,fourth,total,total,2010,90.0,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,highest,total,total,2010,6.2,MALA,mother,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2010,61.1,MALA,child,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2010,64.8,MALA,child,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,fourth,total,total,2010,1.7,MALA,mother,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2010,75.8,MALA,child,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2010,64.0,MALA,child,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2010,60.9,MALA,child,Low
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,urban,total,2010,95.6,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_18,Total,Total,total,total,total,2010,486.05,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2010,61.7,MALA,child,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2010,81.2,MALA,child,High
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,urban,total,2010,82.5,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,second,total,total,2010,85.2,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,total,rural,total,2010,85.3,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,middle,total,total,2010,44.2,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,secondary and higher,2010,6.6,MALA,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,urban,total,2010,4.7,MALA,mother,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2010,53.9,DIAR,child,High
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,highest,total,total,2010,95.5,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,second,total,total,2010,33.9,DELIVERY,mother,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,highest,total,total,2010,89.7,DELIVERY,mother,High
United Republic of Tanzania,indicator_25,Total,15 to 19 years old,total,total,total,2010,54.7,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,primary education,2010,2.5,MALA,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,total,2010,2.6,MALA,mother,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,rural,total,2010,2.0,MALA,mother,Low
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2010,63.7,MALA,child,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,lowest,total,total,2010,31.1,DELIVERY,mother,Low
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,rural,total,2010,40.3,DELIVERY,mother,Low
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2010,63.5,MALA,child,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,middle,total,total,2010,85.7,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,total,total,never attended an education programme / no schooling,2010,1.7,MALA,mother,Low
United Republic of Tanzania,indicator_5,Total,Total,fourth,total,total,2010,5.7,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_25,Total,15 to 49 years old,total,total,total,2010,48.9,DELIVERY,mother,Medium
United Republic of Tanzania,indicator_15,Female,Under 5 years old,total,total,total,2010,61.5,MALA,child,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,second,total,total,2010,5.2,DIAR,child,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,middle,total,total,2010,56.4,MALA,mother,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,middle,total,total,2010,6.0,DIAR,child,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,fourth,total,total,2010,57.3,MALA,mother,Medium
United Republic of Tanzania,indicator_14,Total,Total,total,total,total,2010,8431.2,MATERNAL_MORTALITY,mother,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,fourth,total,total,2010,3.0,DIAR,child,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,highest,total,total,2010,50.7,MALA,mother,Medium
United Republic of Tanzania,indicator_1,Total,10 to 14 years old,total,total,total,2010,0.8,FERTILITY,mother,Low
United Republic of Tanzania,indicator_15,Male,Under 5 years old,total,total,total,2010,62.9,MALA,child,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,rural,total,2010,59.2,MALA,mother,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,rural,total,2010,5.0,DIAR,child,Low
United Republic of Tanzania,indicator_1,Total,15 to 19 years old,total,total,total,2010,123.4,FERTILITY,mother,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,urban,total,2010,46.7,MALA,mother,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,total,2010,4.7,DIAR,child,Low
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,total,total,total,2010,56.9,MALA,mother,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,urban,total,2010,3.7,DIAR,child,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,secondary and higher,2010,5.3,DIAR,child,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2010,5.4,DIAR,child,Medium
United Republic of Tanzania,indicator_27,Total,Under 5 years old,total,total,primary education,2010,4.3,DIAR,child,Low
United Republic of Tanzania,indicator_27,Total,Under 5 years old,highest,total,total,2010,6.0,DIAR,child,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,lowest,total,total,2010,77.2,MALA,child,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,second,total,total,2010,61.5,MALA,mother,High
United Republic of Tanzania,indicator_27,Total,Under 5 years old,lowest,total,total,2010,3.4,DIAR,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2010,67.3,MALA,child,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2010,61.2,MALA,child,Low
United Republic of Tanzania,indicator_9,Total,15 to 49 years old,middle,total,total,2010,2.8,MALA,mother,Medium
United Republic of Tanzania,indicator_2,Total,15 to 49 years old,lowest,total,total,2010,83.8,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2010,65.0,MALA,child,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2010,61.6,MALA,child,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2010,57.9,MALA,child,Low
United Republic of Tanzania,indicator_27,Female,Under 5 years old,total,total,total,2010,5.4,DIAR,child,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2010,63.5,MALA,child,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2010,64.1,MALA,child,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2010,62.2,MALA,child,Medium
United Republic of Tanzania,indicator_27,Male,Under 5 years old,total,total,total,2010,3.9,DIAR,child,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2010,63.6,MALA,child,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,urban,total,2010,48.9,MALA,child,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,rural,total,2010,67.6,MALA,child,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,highest,total,total,2010,53.0,MALA,child,Medium
United Republic of Tanzania,indicator_2,Total,15 to 19 years old,total,total,total,2010,88.9,ANTENATAL,mother,Medium
United Republic of Tanzania,indicator_11,Total,15 to 49 years old,lowest,total,total,2010,55.6,MALA,mother,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,fourth,total,total,2010,54.8,MALA,child,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,middle,total,total,2010,62.7,MALA,child,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,second,total,total,2010,62.6,MALA,child,Medium
